generation	best	sd	avg	cv	catastrophe
147	2249	0	2249	0	NaN
148	2249	0	2249	0	NaN
149	2249	0	2249	0	NaN
150	2249	0	2249	0	NaN
151	2249	0	2249	0	NaN
152	2249	0	2249	0	NaN
153	2249	0	2249	0	NaN
154	2249	0	2249	0	NaN
155	2249	0	2249	0	NaN
156	2249	0	2249	0	NaN
157	2249	0	2249	0	NaN
158	2249	0	2249	0	NaN
159	2249	0	2249	0	NaN
160	2249	0	2249	0	NaN
161	2249	0	2249	0	NaN
162	2249	0	2249	0	NaN
163	2249	0	2249	0	NaN
164	2249	0	2249	0	NaN
165	2249	0	2249	0	NaN
166	2249	0	2249	0	NaN
167	2249	0	2249	0	NaN
168	2249	0	2249	0	NaN
169	2249	0	2249	0	NaN
170	2249	0	2249	0	NaN
171	2249	0	2249	0	NaN
172	2249	0	2249	0	NaN
173	2249	0	2249	0	NaN
174	2249	0	2249	0	NaN
175	2249	0	2249	0	NaN
176	2249	0	2249	0	NaN
177	2249	0	2249	0	NaN
178	2249	0	2249	0	NaN
179	2249	0	2249	0	NaN
180	2249	0	2249	0	NaN
181	2249	0	2249	0	NaN
182	2249	0	2249	0	NaN
183	2249	0	2249	0	NaN
184	2249	0	2249	0	NaN
185	2249	0	2249	0	NaN
186	2249	0	2249	0	NaN
187	2249	0	2249	0	NaN
188	2249	0	2249	0	NaN
189	2249	0	2249	0	NaN
190	2249	0	2249	0	NaN
191	2249	0	2249	0	NaN
192	2249	0	2249	0	NaN
193	2249	0	2249	0	NaN
194	2249	0	2249	0	NaN
195	2249	0	2249	0	NaN
196	2249	0	2249	0	NaN
197	2249	0	2249	0	NaN
198	2249	0	2249	0	NaN
199	2249	0	2249	0	NaN
200	2249	0	2249	0	NaN
201	2249	0	2249	0	NaN
202	2249	0	2249	0	NaN
203	2249	0	2249	0	NaN
204	2249	0	2249	0	NaN
205	2249	0	2249	0	NaN
206	2249	0	2249	0	NaN
207	2249	0	2249	0	NaN
208	2249	0	2249	0	NaN
209	2249	0	2249	0	NaN
210	2249	0	2249	0	NaN
211	2249	0	2249	0	NaN
212	2249	0	2249	0	NaN
213	2249	0	2249	0	NaN
214	2249	0	2249	0	NaN
215	2249	0	2249	0	NaN
216	2249	0	2249	0	NaN
217	2249	0	2249	0	NaN
218	2249	0	2249	0	NaN
219	2249	0	2249	0	NaN
220	2249	0	2249	0	NaN
221	2249	0	2249	0	NaN
222	2249	0	2249	0	NaN
223	2249	0	2249	0	NaN
224	2249	0	2249	0	NaN
225	2249	0	2249	0	NaN
226	2249	0	2249	0	NaN
227	2249	0	2249	0	NaN
228	2249	0	2249	0	NaN
229	2249	0	2249	0	NaN
230	2249	0	2249	0	NaN
231	2249	0	2249	0	NaN
232	2249	0	2249	0	NaN
233	2249	0	2249	0	NaN
234	2249	0	2249	0	NaN
235	2249	0	2249	0	NaN
236	2249	0	2249	0	NaN
237	2249	0	2249	0	NaN
238	2249	0	2249	0	NaN
239	2249	0	2249	0	NaN
240	2249	0	2249	0	NaN
241	2249	0	2249	0	NaN
242	2249	0	2249	0	NaN
243	2249	0	2249	0	NaN
244	2249	0	2249	0	NaN
245	2249	0	2249	0	NaN
246	2249	0	2249	0	NaN
247	2249	0	2249	0	NaN
248	2249	0	2249	0	NaN
249	2249	0	2249	0	NaN
250	2249	0	2249	0	NaN
251	2249	0	2249	0	NaN
252	2249	0	2249	0	NaN
253	2249	0	2249	0	NaN
254	2249	0	2249	0	NaN
255	2249	0	2249	0	NaN
256	2249	0	2249	0	NaN
257	2249	0	2249	0	NaN
258	2249	0	2249	0	NaN
259	2249	0	2249	0	NaN
260	2249	0	2249	0	NaN
261	2249	0	2249	0	NaN
262	2249	0	2249	0	NaN
263	2249	0	2249	0	NaN
264	2249	0	2249	0	NaN
265	2249	0	2249	0	NaN
266	2249	0	2249	0	NaN
267	2249	0	2249	0	NaN
268	2249	0	2249	0	NaN
269	2249	0	2249	0	NaN
270	2249	0	2249	0	NaN
271	2249	0	2249	0	NaN
272	2249	0	2249	0	NaN
273	2249	0	2249	0	NaN
274	2249	0	2249	0	NaN
275	2249	0	2249	0	NaN
276	2249	0	2249	0	NaN
277	2249	0	2249	0	NaN
278	2249	0	2249	0	NaN
279	2249	0	2249	0	NaN
280	2249	0	2249	0	NaN
281	2249	0	2249	0	NaN
282	2249	0	2249	0	NaN
283	2249	0	2249	0	NaN
284	2249	0	2249	0	NaN
285	2249	0	2249	0	NaN
286	2249	0	2249	0	NaN
287	2249	0	2249	0	NaN
288	2249	0	2249	0	NaN
289	2249	0	2249	0	NaN
290	2249	0	2249	0	NaN
291	2249	0	2249	0	NaN
292	2249	0	2249	0	NaN
293	2249	0	2249	0	NaN
294	2249	0	2249	0	NaN
295	2249	0	2249	0	NaN
296	2249	0	2249	0	NaN
297	2249	0	2249	0	NaN
298	2249	0	2249	0	NaN
299	2249	0	2249	0	NaN
